Mayor group,Order,Family,Tribus,Species,Flower color composition,Main flower color,Flavonoids,Anthocyanins,Aurones,Carotenoids,Chlorophylls, N_pigments
Eudicotyledoneae,Fabales,Fabaceae,Genisteae,Spartium_junceum,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Fabales,Fabaceae,Genisteae,Ulex_borgiae,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Fabales,Fabaceae,Genisteae,Ulex_europaeus,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Fabales,Fabaceae,Genisteae,Ulex_genistoides,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Fabales,Fabaceae,Genisteae,Ulex_parviflorus,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Fabales,Fabaceae,Hedysareae,Hedysarum_coronarium,Red,Red,1,1  ,0,0,0,2
Eudicotyledoneae,Fabales,Fabaceae,Hedysareae,Onobrychis_humilis,Red/White,Red,1,1  ,0,0,1,3
Eudicotyledoneae,Fabales,Fabaceae,Loteae,Anthyllis_hamosa,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Fabales,Fabaceae,Loteae,Anthyllis_vulneraria,Pink/Red,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Fabales,Fabaceae,Loteae,Coronilla_valentina,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Fabales,Fabaceae,Loteae,Dorycnium_hirsutum,White/Pink/Green,White,1,1  ,0,0,1,3
Eudicotyledoneae,Fabales,Fabaceae,Loteae,Lotus_corniculatus,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Fabales,Fabaceae,Loteae,Lotus_creticus,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Fabales,Fabaceae,Loteae,Lotus_pedunculatus,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Fabales,Fabaceae,Loteae,Lotus_tetragonolobus,Red/Purple,Red,1,1  ,0,1,0,3
Eudicotyledoneae,Fabales,Fabaceae,Loteae,Scorpiurus_muricatus,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Fabales,Fabaceae,Loteae,Scorpiurus_vermiculatus,Yellow/Green,Yellow,1,0  ,0,1,1,3
Eudicotyledoneae,Fabales,Fabaceae,Psoraleeae,Bituminaria_bituminosa,Blue,Blue,1,1  ,0,0,0,2
Eudicotyledoneae,Fabales,Fabaceae,Sophoreae,Erophaca_baetica,White,White,1,0  ,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Melilotus_indicus,Yellow/Green,Yellow,1,0  ,0,1,1,3
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Medicago_marina,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Medicago_sativa,Blue,Blue,1,1  ,0,0,0,2
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Ononis_mitissima,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Ononis_natrix,Yellow/Green,Yellow,1,0  ,0,1,1,3
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Ononis_pubescens,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Ononis_spinosa,Pink/White,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Ononis_viscosa,Yellow/Red,Yellow,1,1  ,0,1,0,3
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Trifolium_angustifolium,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Trifolium_campestre,Yellow/Green,Yellow,1,0  ,0,1,1,3
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Trifolium_fragiferum,White,White,1,0  ,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Trifolium_repens,White,White,1,0  ,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Trifolium_scabrum,White,White,1,0  ,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Trifolium_stellatum,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Trifolium_subterraneum,White,White,1,0  ,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Lathyrus_cicera,Red/Green,Red,1,1  ,0,0,1,3
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Lathyrus_clymenum,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Lathyrus_ochrus,White,White,1,0  ,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Lathyrus_sphaericus,Red/Green,Red,1,1  ,0,0,1,3
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Lathyrus_tingitanus,Pink,Pink,0,1  ,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Lupinus_angustifolius,Blue,Blue,1,1  ,0,0,0,2
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Lupinus_micranthus,Blue,Blue,1,1  ,0,0,0,2
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Vicia_benghalensis,Blue,Blue,1,1  ,0,0,0,2
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Vicia_cracca,Blue,Blue,1,1  ,0,0,0,2
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Vicia_faba,White,White,1,0  ,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Vicia_hybrida,Yellow/White,Yellow,1,0  ,0,0,1,2
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Vicia_lutea,White/Purple,White,1,1  ,0,0,0,2
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Vicia_sativa,Blue,Blue,1,1  ,0,0,0,2
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Vicia_villosa,Blue,Blue,0,1  ,0,0,0,1
Eudicotyledoneae,Gentianales,Apocynaceae,,Nerium_oleander,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Gentianales,Apocynaceae,,Vinca_difformis,Blue,Blue,1,1  ,0,0,0,2
Eudicotyledoneae,Gentianales,Gentianaceae,,Centaurium_pulchellum,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Gentianales,Gentianaceae,,Centaurium_erythraea,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Gentianales,Gentianaceae,,Centaurium_grandiflorum,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Gentianales,Gentianaceae,,Centaurium_tenuiflorum,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Gentianales,Gentianaceae,,Centaurium_maritimum,Yellow,Yellow,1,0  ,1,0,0,2
Eudicotyledoneae,Gentianales,Gentianaceae,,Blackstonia_perfoliata,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Gentianales,Rubiaceae,,Asperula_hirsuta,White,White,1,0  ,0,0,0,1
Eudicotyledoneae,Gentianales,Rubiaceae,,Putoria_calabrica,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Gentianales,Rubiaceae,,Sherardia_arvensis,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Geraniales,Geraniaceae,,Erodium_cicutarium,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Geraniales,Geraniaceae,,Erodium_laciniatum,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Geraniales,Geraniaceae,,Erodium_malacoides,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Geraniales,Geraniaceae,,Erodium_moschatum,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Geraniales,Geraniaceae,,Geranium_molle,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Geraniales,Geraniaceae,,Geranium_purpureum,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Geraniales,Geraniaceae,,Geranium_rotundifolium,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Lamiales,Acanthaceae,,Asystasia_gangetica,Yellow,Yellow,1,0  ,1,0,0,2
Eudicotyledoneae,Lamiales,Acanthaceae,,Thunbergia_grandiflora,Blue/Yellow,Blue,1,1  ,0,1,0,3
Eudicotyledoneae,Lamiales,Bignoniaceae,,Pyrostegia_venusta,Orange,Orange,1,0  ,0,1,0,2
Eudicotyledoneae,Lamiales,Bignoniaceae,,Campsis_radicans,Orange,Orange,1,1  ,0,1,0,3
Eudicotyledoneae,Lamiales,Gesneriaceae,,Aeschynanthus_parviflora,Red,Red,,,,,,
Eudicotyledoneae,Lamiales,Lamiaceae,,Ajuga_iva,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Lamiales,Lamiaceae,,Clinopodium_nepeta,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Lamiales,Lamiaceae,,Lamium_amplexicaule,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Lamiales,Lamiaceae,,Lavandula_dentata,Blue/Green,Blue,1,1  ,0,0,0,3
Eudicotyledoneae,Lamiales,Lamiaceae,,Lavandula_multifida,Blue,Blue,1,1  ,0,0,0,2
Eudicotyledoneae,Lamiales,Lamiaceae,,Lavandula_pedunculata,Blue,Blue,1,1  ,0,0,0,2
Eudicotyledoneae,Lamiales,Lamiaceae,,Lavandula_stoechas,Blue,Blue,1,1  ,0,0,0,2
Eudicotyledoneae,Lamiales,Lamiaceae,,Phlomis_lychnitis,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Lamiales,Lamiaceae,,Phlomis_purpurea,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Lamiales,Lamiaceae,,Marrubium_vulgare,White,White,1,0  ,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Micromeria_graeca,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Lamiales,Lamiaceae,,Prunella_vulgaris,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Lamiales,Lamiaceae,,Rosmarinus_officinalis,Blue,Blue,1,1  ,0,0,0,2
Eudicotyledoneae,Lamiales,Lamiaceae,,Salvia_verbenaca,Blue,Blue,1,1  ,0,0,0,2
Eudicotyledoneae,Lamiales,Lamiaceae,,Satureja_obovata,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Lamiales,Lamiaceae,,Stachys_ocymastrum,White/Pink,White,1,1  ,0,0,0,2
Eudicotyledoneae,Lamiales,Lamiaceae,,Teucrium_capitatum,White,White,1,0  ,0,0,0,1
Eudicotyledoneae,Lamiales,Lamiaceae,,Teucrium_fruticans,Blue,Blue,1,1  ,0,0,0,2
Eudicotyledoneae,Lamiales,Lamiaceae,,Thymus_mastichina,White,White,1,0  ,0,0,0,1
Eudicotyledoneae,Lamiales,Oleaceae,,Forsythia_ovata,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Lamiales,Oleaceae,,Jasminum_officinale,White/Red,White,1,1  ,0,0,0,2
Eudicotyledoneae,Lamiales,Orobanchaceae,,Bellardia_trixago,White/Pink/Yellow,White/Yellow,1,1  ,0,1,0,2
Eudicotyledoneae,Lamiales,Orobanchaceae,,Cistanche_phelypaea,White,White,1,0  ,0,0,0,1
Eudicotyledoneae,Lamiales,Orobanchaceae,,Parentucellia_latifolia,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Lamiales,Orobanchaceae,,Parentucellia_viscosa,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Lamiales,Orobanchaceae,,Pedicularis_sylvatica,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Lamiales,Orobanchaceae,,Phelipanche_ramosa,White/Blue,White,1,1  ,0,0,0,2
Eudicotyledoneae,Lamiales,Orobanchaceae,,Orobanche_crenata,White/Pink,White,1,1  ,0,0,0,2
Eudicotyledoneae,Lamiales,Orobanchaceae,,Orobanche_gracilis,Brown,Brown,1,1  ,0,1,0,2
Eudicotyledoneae,Lamiales,Orobanchaceae,,Orobanche_latisquama,Brown/Pink,Brown,1,1  ,0,0,0,2
Eudicotyledoneae,Lamiales,Phrymaceae,,Erythranthe_lutea,Yellow/Red,Yellow,1,1  ,0,1,0,3
Eudicotyledoneae,Lamiales,Plantaginaceae,,Antirrhinum_majus,Pink/White,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Lamiales,Plantaginaceae,,Chaenorhinum_villosum,White/Pink,White,1,1  ,0,0,0,2
Eudicotyledoneae,Lamiales,Plantaginaceae,,Cymbalaria_muralis,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Lamiales,Plantaginaceae,,Linaria_elegans,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Lamiales,Plantaginaceae,,Linaria_spartea,Yellow,Yellow,1,0  ,1,0,0,2
Eudicotyledoneae,Lamiales,Plantaginaceae,,Linaria_viscosa,Yellow/Orange,Yellow,1,0  ,1,0,0,2
Eudicotyledoneae,Lamiales,Plantaginaceae,,Misopates_orontium,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Lamiales,Scrophulariaceae,,Scrophularia_auriculata,Red/Orange,Red,1,1  ,0,0,1,3
Eudicotyledoneae,Lamiales,Scrophulariaceae,,Scrophularia_canina,Red,Red,1,1  ,0,0,0,2
Eudicotyledoneae,Lamiales,Scrophulariaceae,,Scrophularia_sambucifolia,Red/Green,Red,1,1  ,0,0,1,3
Eudicotyledoneae,Lamiales,Scrophulariaceae,,Verbascum_giganteum,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Lamiales,Scrophulariaceae,,Verbascum_sinuatum,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Lamiales,Lamiaceae,,Vitex_agnus-castus,Blue,Blue,1,1  ,0,0,0,2
Eudicotyledoneae,Malpighiales,Hypericaceae,,Hypericum_perforatum,Yellow/Pink,Yellow,1,1  ,0,1,0,3
Eudicotyledoneae,Malpighiales,Hypericaceae,,Hypericum_spruneri,Yellow/Pink,Yellow,1,1  ,0,1,0,3
Eudicotyledoneae,Malpighiales,Hypericaceae,,Hypericum_undulatum,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Malpighiales,Euphorbiaceae,,Euphorbia_exigua,Green/Yellow/Purple,Green,1,1  ,0,1,1,4
Eudicotyledoneae,Malpighiales,Euphorbiaceae,,Euphorbia_helioscopia,Green/Yellow,Green,1,0  ,0,1,1,3
Eudicotyledoneae,Malpighiales,Euphorbiaceae,,Euphorbia_peplus,Green,Green,1,0  ,0,0,1,2
Eudicotyledoneae,Malpighiales,Euphorbiaceae,,Euphorbia_segetalis,Green/Yellow,Green,1,0  ,0,1,1,3
Eudicotyledoneae,Malpighiales,Euphorbiaceae,,Euphorbia_serrata,Green/Yellow,Green,1,0  ,0,1,1,3
Eudicotyledoneae,Malpighiales,Linaceae,,Linum_bienne,Blue,Blue,1,1  ,0,0,0,2
Eudicotyledoneae,Malpighiales,Linaceae,,Linum_tenue,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Malpighiales,Linaceae,,Linum_trigynum,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Malpighiales,Linaceae,,Linum_usitatissimum,Blue,Blue,1,1  ,0,0,0,2
Eudicotyledoneae,Malpighiales,Passifloraceae,,Passiflora_amethystina,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Malpighiales,Violaceae,,Viola_tricolor,Blue/White/Yellow,Blue,1,1  ,0,1,0,3
Eudicotyledoneae,Malvales,Cistaceae,,Cistus_albidus,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Malvales,Cistaceae,,Cistus_atriplicifolius,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Malvales,Cistaceae,,Cistus_calycinus,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Malvales,Cistaceae,,Cistus_crispus,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Malvales,Cistaceae,,Cistus_halimifolius,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Malvales,Cistaceae,,Cistus_ladanifer,White/Purple,White,1,1  ,0,0,0,1
Eudicotyledoneae,Malvales,Cistaceae,,Cistus_libanotis,White/Yellow,White,1,0  ,0,1,0,2
Eudicotyledoneae,Malvales,Cistaceae,,Cistus_monspeliensis,White/Yellow,White,1,0  ,0,1,0,2
Eudicotyledoneae,Malvales,Cistaceae,,Cistus_populifolius,White,White,1,0  ,0,0,0,1
Eudicotyledoneae,Malvales,Cistaceae,,Cistus_salviifolius,White/Yellow,White,1,0  ,0,1,0,2
Eudicotyledoneae,Malvales,Cistaceae,,Fumana_lacidulemiensis,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Malvales,Cistaceae,,Helianthemum_cinereum,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Malvales,Cistaceae,,Tuberaria_guttata,Yellow/Purple,Yellow,1,1  ,0,1,0,3
Eudicotyledoneae,Malvales,Cistaceae,,Tuberaria_lignosa,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Malvales,Malvaceae,,Malva_maroccana,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Malvales,Malvaceae,,Malva_multiflora,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Malvales,Malvaceae,,Malva_nicaeensis,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Malvales,Malvaceae,,Malva_parviflora,White/Pink,White,1,1  ,0,0,0,2
Eudicotyledoneae,Malvales,Malvaceae,,Malva_sylvestris,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Malvales,Malvaceae,,Malva_trimestris,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Malvales,Thymelaeaceae,,Daphne_gnidium,White,White,1,0  ,0,0,0,1
Eudicotyledoneae,Malvales,Thymelaeaceae,,Daphne_laureola,Green,Green,1,0  ,0,0,1,2
Eudicotyledoneae,Myrtales,Lythraceae,,Lythrum_salicaria,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Myrtales,Lythraceae,,Lythrum_junceum,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Myrtales,Myrtaceae,,Myrtus_communis,White,White,1,0  ,0,0,0,1
Eudicotyledoneae,Myrtales,Onagraceae,,Oenothera_biennis,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Myrtales,Onagraceae,,Oenothera_speciosa,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Oxalidales,Oxalidaceae,,Oxalis_articulata,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Oxalidales,Oxalidaceae,,Oxalis_pes-caprae,Yellow,Yellow,1,0  ,1,0,0,2
Eudicotyledoneae,Oxalidales,Oxalidaceae,,Oxalis_stricta,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Proteales,Proteaceae,,Grevillea_banksii,Red,Red,1,1  ,0,0,0,2
Eudicotyledoneae,Ranunculales,Berberidaceae,,Berberis_vulgaris,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Ranunculales,Papaveraceae,,Chelidonium_majus,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Ranunculales,Papaveraceae,,Papaver_argemone,Red/Purple,Red,1,1  ,0,0,0,2
Eudicotyledoneae,Ranunculales,Papaveraceae,,Papaver_dubium,Orange/Red,Orange,1,1  ,0,0,0,2
Eudicotyledoneae,Ranunculales,Papaveraceae,,Papaver_hybridum,Red,Red,1,1  ,0,0,0,2
Eudicotyledoneae,Ranunculales,Papaveraceae,,Papaver_rhoeas,Red/Purple,Red,1,1  ,0,0,0,2
Eudicotyledoneae,Ranunculales,Papaveraceae,,Fumaria_agraria,Pink/White/Green,Pink,1,1  ,0,0,0,3
Eudicotyledoneae,Ranunculales,Papaveraceae,,Fumaria_capreolata,Pink/White/Green,Pink,1,1  ,0,0,0,3
Eudicotyledoneae,Ranunculales,Papaveraceae,,Fumaria_officinalis,Pink/Green,Pink,1,1  ,0,0,0,3
Eudicotyledoneae,Ranunculales,Papaveraceae,,Sarcocapnos_enneaphylla,White/Yellow/Red,White,1,1  ,0,1,0,4
Eudicotyledoneae,Ranunculales,Ranunculaceae,Adonideae,Adonis_microcarpa,Red/Purple,Red,1,0  ,0,1,0,2
Eudicotyledoneae,Ranunculales,Ranunculaceae,Anemoneae,Anemone_palmata,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Ranunculales,Ranunculaceae,Anemoneae,Clematis_cirrhosa,White,White,1,0  ,0,0,0,1
Eudicotyledoneae,Ranunculales,Ranunculaceae,Delphinieae,Delphinium_gracile,Blue,Blue,1,1  ,0,0,0,2
Eudicotyledoneae,Ranunculales,Ranunculaceae,Delphinieae,Delphinium_pentagynum,Blue,Blue,1,1  ,0,0,0,2
Eudicotyledoneae,Ranunculales,Ranunculaceae,Helleboreae,Helleborus_foetidus,Green/Red,Green,1,1  ,0,0,1,3
Eudicotyledoneae,Ranunculales,Ranunculaceae,Nigelleae,Nigella_damascena,Blue,Blue,1,1  ,0,0,0,2
Eudicotyledoneae,Ranunculales,Ranunculaceae,Nigelleae,Nigella_papilosa,Blue/Green,Blue,1,1  ,0,0,1,3
Eudicotyledoneae,Ranunculales,Ranunculaceae,Ranunculeae,Ficaria_verna,Yellow/Green,Yellow,1,0  ,0,1,1,3
Eudicotyledoneae,Ranunculales,Ranunculaceae,Ranunculeae,Ranunculus_acris,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Ranunculales,Ranunculaceae,Ranunculeae,Ranunculus_arvensis,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Ranunculales,Ranunculaceae,Ranunculeae,Ranunculus_bulbosus,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Ranunculales,Ranunculaceae,Ranunculeae,Ranunculus_paludosus,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Ranunculales,Ranunculaceae,Ranunculeae,Ranunculus_muricatus,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Ranunculales,Ranunculaceae,Ranunculeae,Ranunculus_trilobus,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Rosales,Rosaceae,,Crataegus_monogyna,White,White,1,0  ,0,0,0,1
Eudicotyledoneae,Rosales,Rosaceae,,Rosa_canina,White,White,1,0  ,0,0,0,1
Eudicotyledoneae,Rosales,Rosaceae,,Rubus_ulmifolius,White,White,1,0  ,0,0,0,1
Eudicotyledoneae,Santalales,Santalaceae,,Osyris_lanceolata,Green,Green,1,0  ,0,0,1,2
Eudicotyledoneae,Sapindales,Rutaceae,,Ruta_angustifolia,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Sapindales,Rutaceae,,Ruta_chalepensis,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Saxifragales,Saxifragaceae,,Chrysosplenium_alternifolium,Yellow/Green,Yellow,1,0  ,0,1,1,3
Eudicotyledoneae,Saxifragales,Saxifragaceae,,Saxifraga_granulata,White/Green,White,1,0  ,0,0,1,2
Eudicotyledoneae,Saxifragales,Crassulaceae,,Sedum_album,White,White,1,0  ,0,0,0,1
Eudicotyledoneae,Saxifragales,Crassulaceae,,Sedum_amplexicaule,Yellow/Green,Yellow,1,0  ,0,1,1,3
Eudicotyledoneae,Saxifragales,Crassulaceae,,Sedum_mucizonia,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Saxifragales,Crassulaceae,,Sedum_sediforme,White/Green,White,1,0  ,0,0,1,1
Eudicotyledoneae,Saxifragales,Crassulaceae,,Umbilicus_rupestris,White/Green,White,1,0  ,0,0,1,2
Eudicotyledoneae,Saxifragales,Hamamelidaceae,,Corylopsis_pauciflora,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Saxifragales,Hamamelidaceae,,Hamamelis_mollis,Yellow,Yellow,1,0  ,0,0,1,2
Eudicotyledoneae,Saxifragales,Paeoniaceae,,Paeonia_broteroi,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Saxifragales,Paeoniaceae,,Paeonia_delavayi,Yellow,Yellow,1,0  ,1,0,0,2
Eudicotyledoneae,Saxifragales,Paeoniaceae,,Paeonia_ludlowii,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Solanales,Convolvulaceae,,Calystegia_sepium,White,White,1,0  ,0,0,0,1
Eudicotyledoneae,Solanales,Convolvulaceae,,Convolvulus_arvensis,White,White,1,0  ,0,0,0,1
Eudicotyledoneae,Solanales,Convolvulaceae,,Convolvulus_althaeoides,Pink,Pink,1,1  ,0,0,0,2
Eudicotyledoneae,Solanales,Convolvulaceae,,Convolvulus_tricolor,Blue/White,Blue,1,1  ,0,0,0,2
Eudicotyledoneae,Solanales,Solanaceae,,Nicotiana_glauca,Yellow,Yellow,1,0  ,0,1,0,2
Eudicotyledoneae,Solanales,Solanaceae,,Mandragora_autumnalis,Blue,Blue,1,1  ,0,0,0,2
Eudicotyledoneae,Solanales,Solanaceae,,Solanum_nigrum,White/Pink,White,1,1  ,0,0,0,2
,,,,,,,,,,,,
